Source_Name,Energy_Flux100,Unc_Energy_Flux100,PL_Index,CLASS,RA_Counterpart,DEC_Counterpart,Redshift,SED_class,nuFnu_syn,Highest_energy,ASSOC1
4FGL J2357.8-5311,7.59E-12,6.15E-13,2.6373534,fsrq,359.4719419,-53.18713597,1.006,LSP,3.45E-12,16.9539,PKS 2355-534
4FGL J2358.3-1021,1.09E-11,6.46E-13,2.5930922,fsrq,359.5453433,-10.33572539,1.638,LSP,1.43E-12,-inf,PKS 2355-106
4FGL J2359.0+3922,2.90E-12,5.73E-13,2.3477888,fsrq,359.7493965,39.37452943,1.198,LSP,1.28E-12,-inf,B2 2356+39
4FGL J2359.2-3134,1.56E-12,3.80E-13,2.604698,fsrq,359.8978882,-31.56217384,0.99,LSP,4.17E-13,-inf,PKS 2357-318
4FGL J0102.8+5824,4.73E-11,1.59E-12,2.2917833,fsrq,15.69067658,58.40309351,0.644,LSP,2.21E-11,43.6534,TXS 0059+581
4FGL J0109.7+6133,3.53E-11,1.90E-12,2.6183212,fsrq,17.44310147,61.55845991,0.783,LSP,2.76E-12,-inf,TXS 0106+612
4FGL J0228.7+6718,7.86E-12,1.23E-12,2.5844798,fsrq,37.20854789,67.35084149,0.523,LSP,5.24E-12,-inf,4C +67.05
4FGL J0253.9+5103,1.39E-11,1.03E-12,2.468202,fsrq,43.49003318,51.04901555,1.732,LSP,2.70E-13,21.6876,TXS 0250+508
4FGL J0347.0+4844,6.26E-12,1.11E-12,2.576533,fsrq,56.79838886,48.71040927,2.043,LSP,2.83E-12,-inf,IVS B0343+485
4FGL J0358.9+6004,7.98E-12,1.07E-12,2.5969458,fsrq,59.76099969,60.08946378,0.455,LSP,5.46E-12,-inf,TXS 0354+599
4FGL J0359.6+5057,3.48E-11,2.16E-12,2.6621168,fsrq,59.87394699,50.96393387,1.52,LSP,1.37E-11,-inf,NRAO 150
4FGL J0533.3+4823,3.11E-11,1.16E-12,2.408905,fsrq,83.31610748,48.3813355,1.16,LSP,6.68E-12,34.0696,TXS 0529+483
4FGL J0555.6+3947,1.49E-11,1.11E-12,2.758912,fsrq,88.87835674,39.81365694,2.365,LSP,1.75E-12,-inf,B2 0552+39A
4FGL J0601.4+2320,1.04E-11,1.62E-12,2.754721,fsrq,90.44732097,23.414857,0.274,LSP,2.04E-12,-inf,MG2 J060149+2324
4FGL J0643.3+0857,3.08E-11,1.84E-12,2.550468,fsrq,100.8601877,8.960558892,0.882,LSP,3.92E-12,22.4933,PMN J0643+0857
4FGL J0648.4-1743,1.62E-11,1.37E-12,2.4521446,fsrq,102.1187438,-17.73484422,1.232,LSP,1.31E-12,90.7018,TXS 0646-176
4FGL J0656.3-0322,3.23E-11,1.94E-12,2.566331,fsrq,104.0463357,-3.385217381,0.634,LSP,1.58E-12,10.5219,TXS 0653-033
4FGL J0659.9+1709,5.05E-12,7.10E-13,2.550457,fsrq,105.0063564,17.15602814,1.08,,0,-inf,TXS 0657+172
4FGL J0709.7-0255,3.04E-11,1.20E-12,2.2852013,fsrq,107.4377275,-2.921526875,1.472,LSP,3.35E-12,32.3296,PMN J0709-0255
4FGL J0721.3+0405,1.42E-11,8.90E-13,2.5645173,fsrq,110.3496249,4.112281403,0.665,LSP,1.33E-12,-inf,PMN J0721+0406
4FGL J0730.3-1141,1.40E-10,2.29E-12,2.2953987,fsrq,112.5796353,-11.6868335,1.589,LSP,1.49E-11,44.8779,PKS 0727-11
4FGL J0845.7-5556,5.38E-12,7.61E-13,2.2851,fsrq,131.4569991,-55.92409502,0.433,LSP,8.21E-13,-inf,PMN J0845-5555
4FGL J0922.7-3959,9.31E-12,8.88E-13,2.6060514,fsrq,140.6934094,-39.99307449,0.595,LSP,2.05E-12,-inf,PKS 0920-39
4FGL J1038.8-5312,2.18E-11,1.33E-12,2.7373202,fsrq,159.6694047,-53.19535292,1.45,LSP,1.40E-12,-inf,MRC 1036-529
4FGL J1145.7-6949,4.93E-12,9.11E-13,2.6875026,fsrq,176.473434,-69.90049934,0.244,LSP,9.58E-12,-inf,PKS 1143-696
4FGL J1147.4-6758,4.21E-12,1.10E-12,2.5480072,fsrq,176.8891647,-67.89493607,0.21,LSP,6.52E-12,-inf,PKS 1145-676
4FGL J1514.8-4748,1.76E-11,1.12E-12,2.3864365,fsrq,228.6667691,-47.80829373,1.5512,LSP,2.94E-12,27.9115,PMN J1514-4748
4FGL J1610.3-3958,1.44E-11,1.41E-12,2.582702,fsrq,242.5911629,-39.98286931,0.518,LSP,5.22E-12,24.8353,PMN J1610-3958
4FGL J1617.3-5849,1.44E-11,1.39E-12,2.5351884,fsrq,244.3245469,-58.80218341,1.414,LSP,3.08E-12,-inf,MRC 1613-586
4FGL J1628.8-6149,1.09E-11,1.08E-12,2.6405869,fsrq,247.2278742,-61.87677725,2.578,,0,-inf,LQAC 247-061
4FGL J1656.3-3301,1.90E-11,1.83E-12,2.7887604,fsrq,254.0702543,-33.03633244,2.4,LSP,6.78E-13,-inf,2MASS J16561677-3302127
4FGL J1717.6-5154,1.11E-11,1.52E-12,2.586935,fsrq,259.3945491,-51.92553468,1.158,LSP,7.32E-13,-inf,PMN J1717-5155
4FGL J1802.6-3940,5.61E-11,1.82E-12,2.3674352,fsrq,270.6778335,-39.66886341,0.296,LSP,4.79E-12,24.2055,PMN J1802-3940
4FGL J1830.1+0617,1.27E-11,1.18E-12,2.3734539,fsrq,277.5247494,6.321097856,0.745,LSP,1.88E-12,13.1287,TXS 1827+062
4FGL J1955.2+1358,1.07E-11,1.11E-12,2.40872,fsrq,298.7982141,13.97117809,0.743,LSP,6.28E-12,-inf,87GB 195252.4+135009
4FGL J2038.7+5117,1.08E-11,2.26E-12,2.5731895,fsrq,309.6543114,51.32018404,1.686,LSP,2.94E-12,-inf,3C 418
4FGL J2201.8+5048,5.99E-11,1.62E-12,2.6604488,fsrq,330.4314052,50.81566367,1.899,LSP,1.14E-12,23.0073,NRAO 676
